740 332 2 3
1816 698 9 7
1996 1701 11 18
4320 996 19 9
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
4884 680 24 7
5728 384 28 4
0 0 0 0
0 0 0 0
7416 768 36 8
0 0 0 0
0 0 0 0
7544 183 37 2
0 0 0 0
0 0 0 0
8388 384 41 4
8620 314 44 3
308 549 3 6
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
744 549 7 6
1768 567 13 6
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
1948 183 15 2
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
2180 314 18 3
308 549 3 6
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
1083 811 10 8
1263 183 12 2
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
1391 183 13 2
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
1623 314 16 3
308 549 3 6
0 0 0 0
0 0 0 0
0 0 0 0
616 366 6 4
744 183 7 2
0 0 0 0
519 680 5 7
0 0 0 0
0 0 0 0
0 0 0 0
1693 992 11 7
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
782 1778 8 13
0 0 0 0
0 0 0 0
1188 412 12 4
0 0 0 0
0 0 0 0
1796 573 17 5
2104 366 20 4
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
2534 595 23 6
52 595 1 6
760 720 7 6
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
940 183 9 2
1196 366 11 4
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
1324 183 12 2
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
1922 332 15 3
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
2102 183 17 2
2358 366 19 4
0 0 0 0
0 0 0 0
2906 332 21 3
0 0 0 0
3034 183 22 2
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
3162 183 23 2
0 0 0 0
3418 366 25 4
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
3546 183 26 2
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
3674 183 27 2
0 0 0 0
3930 366 29 4
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
4058 183 30 2
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
4186 183 31 2
0 0 0 0
4442 366 33 4
0 0 0 0
0 0 0 0
0 0 0 0
4570 183 34 2
5165 832 39 5
0 0 0 0
0 0 0 0
0 0 0 0
5443 308 42 2
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
5721 308 45 2
0 0 0 0
6225 616 50 4
6781 573 54 5
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
6909 183 55 2
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
7511 332 58 3
680 515 2 5
0 0 0 0
0 0 0 0
0 0 0 0
1336 384 6 4
0 0 0 0
0 0 0 0
1985 384 10 4
0 0 0 0
0 0 0 0
2165 183 12 2
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
2293 183 13 2
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
2421 183 14 2
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
2601 314 16 3
0 0 0 0
0 0 0 0
5610 3133 37 20
0 0 0 0
0 0 0 0
6090 442 41 4
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
7042 1751 52 11
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
7222 183 54 2
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
